Date,Customer_Age,Customer_Gender,Country,Product_Category,Unit_Price,Color
2014-03-01,41,F,Germany,Bikes,2384,Blue
2015-03-13,41,F,Germany,Bikes,2384,Red
2022-03-13,41,F,Germany,Bikes,2384,White
2013-07-01,41,M,Germany,Clothing,64,Green
2013-07-01,41,M,Germany,Clothing,64,Red
2013-09-23,41,F,Germany,Accessories,120,Blue
2021-09-23,41,F,Germany,Accessories,120,White
2014-06-28,40,F,Germany,Accessories,120,Black
2014-06-28,40,F,Germany,Accessories,120,White
2016-12-18,40,F,Germany,Accessories,22,White
2015-12-18,40,F,Germany,Accessories,22,White
2023-05-20,40,F,Germany,Accessories,22,Red
2019-05-20,40,F,Germany,Accessories,22,White
2015-10-08,40,M,Germany,Accessories,22,Black
2014-10-08,40,M,Germany,Accessories,22,White
2018-11-19,40,M,Germany,Accessories,22,Green
2023-11-19,40,M,Germany,Accessories,22,White
2015-02-18,40,M,Germany,Accessories,22,Red
2016-02-18,40,M,Germany,Accessories,22,Black
2014-04-15,40,M,Germany,Accessories,22,Red
2022-04-15,40,M,Germany,Accessories,22,Blue
2023-12-03,40,F,Germany,Accessories,22,Blue
2023-12-03,40,F,Germany,Accessories,22,White
2023-05-20,40,F,Germany,Clothing,24,Blue
2016-05-20,40,F,Germany,Clothing,24,Red
2023-01-22,40,M,Germany,Clothing,24,Red
2019-01-22,40,M,Germany,Clothing,24,Black
2014-02-10,40,F,Germany,Clothing,24,Green
2018-02-10,40,F,Germany,Clothing,24,White
2014-01-14,40,M,Germany,Clothing,24,Green
2018-01-14,40,M,Germany,Clothing,24,Green
2015-11-22,40,F,Germany,Accessories,35,Red
2018-11-22,40,F,Germany,Accessories,35,Red
2016-03-13,40,F,Germany,Accessories,35,Red
2013-03-13,40,F,Germany,Accessories,35,Black
2014-07-26,40,M,Germany,Accessories,35,Red
2015-07-26,40,M,Germany,Accessories,35,Blue
2018-11-18,40,M,Germany,Accessories,35,Blue
2013-11-18,40,M,Germany,Accessories,35,Red
2013-06-08,40,M,Germany,Accessories,35,Blue
2018-06-08,40,M,Germany,Accessories,35,Black
2021-07-15,40,M,Germany,Accessories,35,White
2022-07-15,40,M,Germany,Accessories,35,Red
2015-11-13,40,F,Germany,Accessories,35,Red
2017-11-13,40,F,Germany,Accessories,35,Red
2020-08-26,40,M,Germany,Accessories,35,White
2015-08-26,40,M,Germany,Accessories,35,Green
2019-02-01,40,M,Germany,Accessories,35,Blue
2021-02-01,40,M,Germany,Accessories,35,Green
2018-09-12,40,F,Germany,Accessories,35,Black
2022-09-12,40,F,Germany,Accessories,35,Red
2020-10-12,40,F,Germany,Accessories,35,Black
2016-10-12,40,F,Germany,Accessories,35,Green
2021-10-18,40,F,Germany,Accessories,35,White
2023-10-18,40,F,Germany,Accessories,35,Red
2013-05-14,40,F,Germany,Accessories,35,Black
2019-05-14,40,F,Germany,Accessories,35,Black
2017-06-27,40,F,Germany,Accessories,35,Blue
2021-06-27,40,F,Germany,Accessories,35,Black
2013-01-06,40,F,Germany,Accessories,35,Black
2023-01-06,40,F,Germany,Accessories,35,Blue
2020-12-26,40,M,Germany,Accessories,35,Blue
2021-12-26,40,M,Germany,Accessories,35,Red
2023-05-24,40,M,Germany,Accessories,35,Green
2019-05-24,40,M,Germany,Accessories,35,Black
2015-08-31,40,M,Germany,Accessories,35,Blue
2021-08-31,40,M,Germany,Accessories,35,Black
2018-10-31,40,M,Germany,Accessories,35,White
2017-10-31,40,M,Germany,Accessories,35,Green
2018-11-07,40,M,Germany,Accessories,35,White
2018-11-07,40,M,Germany,Accessories,35,Blue
2020-11-19,40,M,Germany,Accessories,35,Red
2016-11-19,40,M,Germany,Accessories,35,Red
2017-12-06,40,M,Germany,Accessories,35,White
2020-12-06,40,M,Germany,Accessories,35,Blue
2015-01-03,40,M,Germany,Accessories,35,Red
2020-01-03,40,M,Germany,Accessories,35,White
2020-02-18,40,M,Germany,Accessories,35,Red
2020-02-18,40,M,Germany,Accessories,35,Red
2021-04-04,40,M,Germany,Accessories,35,Green
2021-04-04,40,M,Germany,Accessories,35,Red
2020-05-20,40,M,Germany,Accessories,35,Blue
2020-05-20,40,M,Germany,Accessories,35,Red
2013-06-20,40,M,Germany,Accessories,35,Black
2019-06-20,40,M,Germany,Accessories,35,Green
2020-01-28,40,M,Germany,Accessories,35,Red
2014-01-28,40,M,Germany,Accessories,35,Blue
2016-09-25,40,F,Germany,Accessories,55,White
2015-09-25,40,F,Germany,Accessories,55,Green
2015-09-30,40,M,Germany,Clothing,54,Red
2013-09-30,40,M,Germany,Clothing,54,White
2021-10-31,40,M,Germany,Clothing,54,White
2023-10-31,40,M,Germany,Clothing,54,Red
2013-12-24,40,F,Germany,Bikes,2295,White
2013-12-24,40,F,Germany,Bikes,2295,Red
2018-11-22,40,F,Germany,Bikes,2295,White
2022-11-22,40,F,Germany,Bikes,2295,White
2020-11-26,40,F,Germany,Bikes,2295,Green
2022-11-26,40,F,Germany,Bikes,2295,Green
2020-12-03,40,F,Germany,Bikes,2295,Black
2016-12-03,40,F,Germany,Bikes,2295,Black
2023-03-13,40,F,Germany,Bikes,2320,White
2018-03-13,40,F,Germany,Bikes,2320,Green
2021-11-13,40,F,Germany,Bikes,2320,Black
2020-11-13,40,F,Germany,Bikes,2320,White
2018-12-13,40,M,Germany,Bikes,2295,Black
2019-12-13,40,M,Germany,Bikes,2295,Red
2021-02-01,40,M,Germany,Bikes,2295,Green
2019-02-01,40,M,Germany,Bikes,2295,Black
2023-02-17,40,M,Germany,Bikes,2295,Blue
2020-02-17,40,M,Germany,Bikes,2295,Black
2022-03-23,40,M,Germany,Bikes,2295,White
2018-03-23,40,M,Germany,Bikes,2295,Blue
2018-11-20,40,F,Germany,Bikes,2320,Black
2019-11-20,40,F,Germany,Bikes,2320,Red
2021-11-03,40,F,Germany,Bikes,2320,White
2020-11-03,40,F,Germany,Bikes,2320,Green
2013-12-18,40,F,Germany,Bikes,2320,Black
2017-12-18,40,F,Germany,Bikes,2320,Red
2016-02-24,40,M,Germany,Bikes,2320,Blue
2020-02-24,40,M,Germany,Bikes,2320,Red
2017-05-24,40,M,Germany,Bikes,2320,White
2021-05-24,40,M,Germany,Bikes,2320,Green
2015-02-10,40,F,Germany,Bikes,2295,Green
2021-02-10,40,F,Germany,Bikes,2295,Black
2017-06-05,40,M,Germany,Bikes,2295,White
2021-06-05,40,M,Germany,Bikes,2295,Green
2017-10-08,40,M,Germany,Bikes,2295,White
2016-10-08,40,M,Germany,Bikes,2295,Blue
2015-11-07,40,M,Germany,Bikes,2295,Black
2021-11-07,40,M,Germany,Bikes,2295,White
2021-11-19,40,M,Germany,Bikes,2295,Blue
2019-11-19,40,M,Germany,Bikes,2295,Green
2020-12-06,40,M,Germany,Bikes,2295,White
2017-12-06,40,M,Germany,Bikes,2295,Black
2015-02-18,40,M,Germany,Bikes,2295,White
2014-02-18,40,M,Germany,Bikes,2295,Green
2021-04-15,40,M,Germany,Bikes,2295,Blue
2018-04-15,40,M,Germany,Bikes,2295,Green
2023-06-20,40,M,Germany,Bikes,2295,Black
2015-06-20,40,M,Germany,Bikes,2295,Black
2014-11-16,40,F,Germany,Bikes,2295,Green
2015-11-16,40,F,Germany,Bikes,2295,Green
2014-06-16,40,F,Germany,Bikes,2295,White
2018-06-16,40,F,Germany,Bikes,2295,White
2020-09-12,40,F,Germany,Bikes,2295,Black
2013-09-12,40,F,Germany,Bikes,2295,Green
2016-10-12,40,F,Germany,Bikes,2295,Blue
2022-10-12,40,F,Germany,Bikes,2295,Blue
2023-05-01,40,F,Germany,Bikes,2295,Red
2020-05-01,40,F,Germany,Bikes,2295,Red
2016-11-18,40,M,Germany,Bikes,565,Red
2022-11-18,40,M,Germany,Bikes,565,Black
2015-06-22,40,M,Germany,Bikes,565,White
2022-06-22,40,M,Germany,Bikes,565,Green
2020-02-18,40,M,Germany,Bikes,540,Red
2022-02-18,40,M,Germany,Bikes,540,Blue
2013-07-26,40,M,Germany,Bikes,3578,Black
2023-07-26,40,M,Germany,Bikes,3578,White
2019-09-11,40,M,Germany,Bikes,3578,White
2018-09-11,40,M,Germany,Bikes,3578,Blue
2015-12-14,40,F,Germany,Bikes,3578,Green
2016-12-14,40,F,Germany,Bikes,3578,Black
2021-10-30,40,F,Germany,Bikes,3578,White
2017-10-30,40,F,Germany,Bikes,3578,Black
2018-02-13,40,F,Germany,Bikes,3578,White
2018-02-13,40,F,Germany,Bikes,3578,Green
2020-04-02,40,F,Germany,Bikes,3578,Blue
2015-04-02,40,F,Germany,Bikes,3578,Green
2023-06-28,40,F,Germany,Bikes,3578,White
2013-06-28,40,F,Germany,Bikes,3578,White
2013-03-18,40,M,Germany,Bikes,2443,Black
2016-03-18,40,M,Germany,Bikes,2443,Red
2023-01-22,40,M,Germany,Bikes,2443,Red
2022-01-22,40,M,Germany,Bikes,2443,Black
2023-01-22,40,M,Germany,Bikes,2443,Red
2019-01-22,40,M,Germany,Bikes,2443,Red
2021-02-18,40,M,Germany,Bikes,2443,White
2023-02-18,40,M,Germany,Bikes,2443,White
2016-07-24,40,M,Germany,Bikes,3578,Red
2017-07-24,40,M,Germany,Bikes,3578,Red
2015-03-24,40,F,Germany,Bikes,3578,Red
2021-03-24,40,F,Germany,Bikes,3578,Green
2017-10-05,40,M,Germany,Bikes,2443,Red
2020-10-05,40,M,Germany,Bikes,2443,Green
2021-02-25,40,M,Germany,Bikes,2443,Green
2020-02-25,40,M,Germany,Bikes,2443,Blue
2018-07-11,40,F,Germany,Bikes,2443,White
2021-07-11,40,F,Germany,Bikes,2443,White
2016-06-15,40,M,Germany,Bikes,783,White
2019-06-15,40,M,Germany,Bikes,783,White
2014-02-25,40,M,Germany,Bikes,783,Blue
2021-02-25,40,M,Germany,Bikes,783,Green
2015-08-31,40,M,Germany,Bikes,783,Black
2019-08-31,40,M,Germany,Bikes,783,Blue
2022-09-30,40,M,Germany,Bikes,783,Blue
2020-09-30,40,M,Germany,Bikes,783,Black
2015-10-31,40,M,Germany,Bikes,783,Blue
2022-10-31,40,M,Germany,Bikes,783,Green
2013-02-14,40,M,Germany,Bikes,783,Black
2016-02-14,40,M,Germany,Bikes,783,Red
2018-05-20,40,M,Germany,Bikes,783,White
2014-05-20,40,M,Germany,Bikes,783,Green
2015-10-29,40,F,Germany,Bikes,783,Blue
2023-10-29,40,F,Germany,Bikes,783,Red
2014-09-25,40,F,Germany,Bikes,783,Black
2021-09-25,40,F,Germany,Bikes,783,Blue
2021-05-14,40,F,Germany,Bikes,783,Black
2020-05-14,40,F,Germany,Bikes,783,Red
2014-07-30,40,M,Germany,Bikes,2443,Red
2016-07-30,40,M,Germany,Bikes,2443,Blue
2022-12-14,40,M,Germany,Bikes,2443,Black
2021-12-14,40,M,Germany,Bikes,2443,Blue
2023-09-30,40,M,Germany,Accessories,29,Blue
2015-09-30,40,M,Germany,Accessories,29,Blue
2014-10-31,40,M,Germany,Accessories,29,Green
2023-10-31,40,M,Germany,Accessories,29,Green
2020-10-31,40,M,Germany,Accessories,29,Red
2015-10-31,40,M,Germany,Accessories,29,Green
2020-05-21,40,M,Germany,Accessories,21,Black
2017-05-21,40,M,Germany,Accessories,21,Red
2018-05-21,40,M,Germany,Accessories,21,Black
2023-05-21,40,M,Germany,Accessories,21,Red
2018-05-20,40,F,Germany,Bikes,2384,Green
2017-05-20,40,F,Germany,Bikes,2384,Blue
2016-06-27,40,F,Germany,Bikes,2384,Black
2019-06-27,40,F,Germany,Bikes,2384,Red
2013-08-03,40,M,Germany,Bikes,2384,Red
2018-08-03,40,M,Germany,Bikes,2384,Green
2022-01-03,40,M,Germany,Bikes,2384,Blue
2019-01-03,40,M,Germany,Bikes,2384,White
2023-04-04,40,M,Germany,Bikes,2384,Black
2019-04-04,40,M,Germany,Bikes,2384,Black
2015-05-21,40,M,Germany,Bikes,2384,White
2018-05-21,40,M,Germany,Bikes,2384,Green
2023-06-04,40,M,Germany,Bikes,2384,Green
2019-06-04,40,M,Germany,Bikes,2384,Black
2021-06-08,40,M,Germany,Bikes,2384,Green
2019-06-08,40,M,Germany,Bikes,2384,Black
2021-06-16,40,F,Germany,Bikes,2384,Black
2014-06-16,40,F,Germany,Bikes,2384,Blue
2019-01-21,40,F,Germany,Bikes,742,Red
2019-01-21,40,F,Germany,Bikes,742,Blue
2018-08-26,40,M,Germany,Bikes,742,Black
2022-08-26,40,M,Germany,Bikes,742,Blue
2017-12-29,40,M,Germany,Bikes,742,Red
2019-12-29,40,M,Germany,Bikes,742,Red
2022-01-22,40,M,Germany,Bikes,742,Red
2014-01-22,40,M,Germany,Bikes,742,Red
2023-08-11,40,F,Germany,Bikes,2384,Green
2023-08-11,40,F,Germany,Bikes,2384,White
2020-12-26,40,M,Germany,Bikes,2384,Black
2023-12-26,40,M,Germany,Bikes,2384,White
2021-02-02,40,F,Germany,Bikes,2384,Blue
2017-02-02,40,F,Germany,Bikes,2384,Green
2023-07-24,40,M,Germany,Clothing,64,Blue
2022-07-24,40,M,Germany,Clothing,64,Black
2014-06-28,40,F,Germany,Accessories,120,Black
2014-06-28,40,F,Germany,Accessories,120,White
2014-03-19,39,M,Germany,Accessories,22,White
2019-03-19,39,M,Germany,Accessories,22,Green
2020-03-03,39,M,Germany,Clothing,24,Black
2020-03-03,39,M,Germany,Clothing,24,Green
2019-01-02,39,M,Germany,Clothing,24,Red
2023-01-02,39,M,Germany,Clothing,24,Black
2022-03-11,39,M,Germany,Accessories,35,White
2020-03-11,39,M,Germany,Accessories,35,Blue
2015-05-23,39,F,Germany,Accessories,35,White
2021-05-23,39,F,Germany,Accessories,35,Black
2022-06-05,39,F,Germany,Accessories,35,Red
2021-06-05,39,F,Germany,Accessories,35,Black
2021-01-10,39,M,Germany,Accessories,35,Blue
2020-01-10,39,M,Germany,Accessories,35,Red
2013-03-04,39,M,Germany,Accessories,35,Black
2023-03-04,39,M,Germany,Accessories,35,Green
2021-06-26,39,M,Germany,Accessories,35,Blue
2013-06-26,39,M,Germany,Accessories,35,White
2015-12-09,39,F,Germany,Accessories,35,White
2013-12-09,39,F,Germany,Accessories,35,Red
2017-02-20,39,F,Germany,Accessories,35,White
2015-02-20,39,F,Germany,Accessories,35,Green
2018-05-01,39,F,Germany,Accessories,35,Green
2021-05-01,39,F,Germany,Accessories,35,Blue
2013-01-15,39,F,Germany,Accessories,35,Green
2019-01-15,39,F,Germany,Accessories,35,Green
2014-02-23,39,F,Germany,Accessories,35,White
2021-02-23,39,F,Germany,Accessories,35,Black
2014-02-09,39,M,Germany,Accessories,35,White
2017-02-09,39,M,Germany,Accessories,35,Blue
2017-05-25,39,M,Germany,Accessories,35,Red
2018-05-25,39,M,Germany,Accessories,35,Blue
2023-11-18,39,M,Germany,Accessories,35,Red
2017-11-18,39,M,Germany,Accessories,35,Green
2015-03-19,39,M,Germany,Accessories,35,White
2016-03-19,39,M,Germany,Accessories,35,White
2019-05-06,39,M,Germany,Accessories,35,Blue
2021-05-06,39,M,Germany,Accessories,35,Blue
2013-04-23,39,M,Germany,Accessories,35,White
2013-04-23,39,M,Germany,Accessories,35,Red
2017-02-23,39,F,Germany,Accessories,35,Blue
2019-02-23,39,F,Germany,Accessories,35,Red
2020-10-18,39,M,Germany,Clothing,50,Green
2017-10-18,39,M,Germany,Clothing,50,Red
2023-02-02,39,M,Germany,Clothing,54,Black
2020-02-02,39,M,Germany,Clothing,54,Green
2017-05-25,39,M,Germany,Clothing,54,Green
2019-05-25,39,M,Germany,Clothing,54,Black
2022-02-19,39,F,Germany,Clothing,54,White
2023-02-19,39,F,Germany,Clothing,54,Black
2023-02-09,39,M,Germany,Clothing,50,Green
2013-02-09,39,M,Germany,Clothing,50,White
2022-03-03,39,M,Germany,Clothing,50,White
2022-03-03,39,M,Germany,Clothing,50,Blue
2016-11-26,39,M,Germany,Clothing,50,Black
2017-11-26,39,M,Germany,Clothing,50,White
2020-01-10,39,M,Germany,Clothing,50,Black
2019-01-10,39,M,Germany,Clothing,50,Red
2016-02-08,39,M,Germany,Clothing,50,Black
2015-02-08,39,M,Germany,Clothing,50,Red
2015-03-12,39,M,Germany,Clothing,50,Black
2021-03-12,39,M,Germany,Clothing,50,Red
2021-05-14,39,F,Germany,Clothing,54,Blue
2013-05-14,39,F,Germany,Clothing,54,Red
2015-01-02,39,M,Germany,Clothing,54,Green
2023-01-02,39,M,Germany,Clothing,54,Red
2018-03-22,39,M,Germany,Clothing,54,White
2023-03-22,39,M,Germany,Clothing,54,Red
2022-02-23,39,F,Germany,Clothing,50,White
2018-02-23,39,F,Germany,Clothing,50,Black
2016-06-05,39,F,Germany,Bikes,2320,White
2019-06-05,39,F,Germany,Bikes,2320,Green
2018-03-08,39,M,Germany,Bikes,2320,Red
2021-03-08,39,M,Germany,Bikes,2320,Red
2018-07-22,39,M,Germany,Bikes,2320,Blue
2021-07-22,39,M,Germany,Bikes,2320,Blue
2016-02-08,39,M,Germany,Bikes,2320,White
2018-02-08,39,M,Germany,Bikes,2320,Blue
2014-06-26,39,M,Germany,Bikes,2320,Red
2013-06-26,39,M,Germany,Bikes,2320,Black
2018-02-09,39,M,Germany,Bikes,769,Red
2016-02-09,39,M,Germany,Bikes,769,Black
2023-03-22,39,M,Germany,Bikes,769,Red
2021-03-22,39,M,Germany,Bikes,769,Red
2020-02-20,39,F,Germany,Bikes,2295,Green
2013-02-20,39,F,Germany,Bikes,2295,Green
2013-11-20,39,F,Germany,Bikes,2320,Green
2016-11-20,39,F,Germany,Bikes,2320,White
2023-11-16,39,F,Germany,Bikes,2320,White
2015-11-16,39,F,Germany,Bikes,2320,Green
2017-02-03,39,F,Germany,Bikes,2320,Blue
2017-02-03,39,F,Germany,Bikes,2320,Black
2019-02-23,39,F,Germany,Bikes,2320,Blue
2015-02-23,39,F,Germany,Bikes,2320,Red
2020-05-02,39,F,Germany,Bikes,3578,White
2015-05-02,39,F,Germany,Bikes,3578,Red
2017-03-22,39,F,Germany,Bikes,3578,Blue
2020-03-22,39,F,Germany,Bikes,3578,Red
2023-01-30,39,M,Germany,Bikes,3578,Black
2023-01-30,39,M,Germany,Bikes,3578,Red
2021-06-14,39,M,Germany,Bikes,3578,Red
2016-06-14,39,M,Germany,Bikes,3578,White
2014-03-12,39,M,Germany,Bikes,3578,Green
2013-03-12,39,M,Germany,Bikes,3578,Blue
2017-05-28,39,M,Germany,Bikes,3578,Black
2014-05-28,39,M,Germany,Bikes,3578,Red
2023-02-27,39,M,Germany,Bikes,3578,Green
2019-02-27,39,M,Germany,Bikes,3578,Blue
2014-05-24,39,M,Germany,Bikes,3578,Blue
2015-05-24,39,M,Germany,Bikes,3578,Red
2014-03-03,39,M,Germany,Bikes,3578,Green
2015-03-03,39,M,Germany,Bikes,3578,Green
2017-03-11,39,M,Germany,Bikes,2443,Black
2018-03-11,39,M,Germany,Bikes,2443,White
2016-01-04,39,F,Germany,Bikes,1701,Black
2017-01-04,39,F,Germany,Bikes,1701,Black
2023-04-25,39,F,Germany,Bikes,1701,Blue
2014-04-25,39,F,Germany,Bikes,1701,Black
2015-05-01,39,F,Germany,Bikes,2443,Black
2014-05-01,39,F,Germany,Bikes,2443,White
2014-07-02,39,F,Germany,Bikes,1701,Green
2015-07-02,39,F,Germany,Bikes,1701,Red
2013-02-28,39,F,Germany,Bikes,1701,Red
2022-02-28,39,F,Germany,Bikes,1701,Green
2019-01-15,39,M,Germany,Bikes,1701,White
2014-01-15,39,M,Germany,Bikes,1701,Red
2017-04-26,39,M,Germany,Bikes,1701,Red
2021-04-26,39,M,Germany,Bikes,1701,Red
2018-02-09,39,M,Germany,Bikes,783,Red
2021-02-09,39,M,Germany,Bikes,783,Black
2021-05-25,39,M,Germany,Bikes,783,White
2022-05-25,39,M,Germany,Bikes,783,White
2019-05-23,39,F,Germany,Bikes,540,Red
2015-05-23,39,F,Germany,Bikes,540,Green
2022-05-14,39,F,Germany,Bikes,540,Red
2016-05-14,39,F,Germany,Bikes,540,Red
2020-11-24,39,M,Germany,Bikes,540,Black
2020-11-24,39,M,Germany,Bikes,540,Red
2016-03-30,39,F,Germany,Bikes,540,Red
2019-03-30,39,F,Germany,Bikes,540,Red
2015-09-24,39,M,Germany,Clothing,70,White
2016-09-24,39,M,Germany,Clothing,70,White
2023-12-09,39,F,Germany,Bikes,742,Red
2021-12-09,39,F,Germany,Bikes,742,Green
2021-01-15,39,F,Germany,Bikes,1215,Green
2013-01-15,39,F,Germany,Bikes,1215,Red
2013-02-01,39,F,Germany,Bikes,1215,Green
2013-02-01,39,F,Germany,Bikes,1215,Green
2018-12-25,39,M,Germany,Bikes,2384,White
2021-12-25,39,M,Germany,Bikes,2384,Blue
2013-11-26,39,M,Germany,Bikes,742,Green
2020-11-26,39,M,Germany,Bikes,742,Red
2022-03-04,39,M,Germany,Bikes,742,Black
2022-03-04,39,M,Germany,Bikes,742,White
2018-02-23,39,F,Germany,Bikes,742,Black
2022-02-23,39,F,Germany,Bikes,742,Blue
2017-09-18,39,F,Germany,Clothing,64,White
2018-09-18,39,F,Germany,Clothing,64,Blue
2014-03-30,39,F,Germany,Clothing,64,White
2017-03-30,39,F,Germany,Clothing,64,Blue
2013-01-20,39,M,Germany,Clothing,64,Green
2019-01-20,39,M,Germany,Clothing,64,Black
2022-08-07,38,M,Germany,Accessories,120,Black
2015-08-07,38,M,Germany,Accessories,120,Blue
2016-01-09,38,M,Germany,Accessories,22,White
2018-01-09,38,M,Germany,Accessories,22,White
2022-06-08,38,M,Germany,Accessories,22,Black
2019-06-08,38,M,Germany,Accessories,22,Black
2014-04-20,38,F,Germany,Clothing,24,Blue
2019-04-20,38,F,Germany,Clothing,24,Blue
2016-03-01,38,M,Germany,Clothing,24,Blue
2017-03-01,38,M,Germany,Clothing,24,Red
2014-12-12,38,F,Germany,Accessories,35,Blue
2013-12-12,38,F,Germany,Accessories,35,Black
2016-02-21,38,F,Germany,Accessories,35,White
2013-02-21,38,F,Germany,Accessories,35,Blue
2017-07-08,38,F,Germany,Accessories,35,Black
2022-07-08,38,F,Germany,Accessories,35,Black
2020-11-07,38,F,Germany,Accessories,35,White
2015-11-07,38,F,Germany,Accessories,35,Blue
2023-11-24,38,F,Germany,Accessories,35,White
2021-11-24,38,F,Germany,Accessories,35,Blue
2023-02-01,38,F,Germany,Accessories,35,White
2015-02-01,38,F,Germany,Accessories,35,Red
2022-02-15,38,F,Germany,Accessories,35,Red
2020-02-15,38,F,Germany,Accessories,35,Green
2020-05-05,38,F,Germany,Accessories,35,Blue
2016-05-05,38,F,Germany,Accessories,35,Green
2020-06-06,38,F,Germany,Accessories,35,Blue
2019-06-06,38,F,Germany,Accessories,35,Green
2022-11-14,38,M,Germany,Accessories,35,White
2020-11-14,38,M,Germany,Accessories,35,Blue
2023-11-27,38,M,Germany,Accessories,35,Green
2013-11-27,38,M,Germany,Accessories,35,Green
2023-01-20,38,M,Germany,Accessories,35,Green
2020-01-20,38,M,Germany,Accessories,35,Red
2015-03-19,38,M,Germany,Accessories,35,White
2018-03-19,38,M,Germany,Accessories,35,Red
2018-05-10,38,M,Germany,Accessories,35,White
2016-05-10,38,M,Germany,Accessories,35,Blue
2023-03-18,38,M,Germany,Accessories,35,White
2022-03-18,38,M,Germany,Accessories,35,White
2013-03-16,38,F,Germany,Accessories,35,Green
2018-03-16,38,F,Germany,Accessories,35,Blue
2017-05-07,38,F,Germany,Accessories,35,Blue
2021-05-07,38,F,Germany,Accessories,35,Blue
2022-02-20,38,M,Germany,Accessories,35,Green
2017-02-20,38,M,Germany,Accessories,35,Blue
2015-04-10,38,M,Germany,Accessories,35,Red
2021-04-10,38,M,Germany,Accessories,35,Red
2023-01-14,38,M,Germany,Accessories,35,Green
2015-01-14,38,M,Germany,Accessories,35,Red
2017-02-19,38,M,Germany,Accessories,35,Blue
2013-02-19,38,M,Germany,Accessories,35,Green
2022-11-19,38,F,Germany,Accessories,35,White
2017-11-19,38,F,Germany,Accessories,35,White
2020-06-15,38,F,Germany,Accessories,35,White
2019-06-15,38,F,Germany,Accessories,35,Blue
2017-02-26,38,M,Germany,Accessories,35,Green
2022-02-26,38,M,Germany,Accessories,35,Red
2015-02-19,38,M,Germany,Clothing,54,Blue
2014-02-19,38,M,Germany,Clothing,54,Black
2018-03-12,38,M,Germany,Clothing,50,White
2015-03-12,38,M,Germany,Clothing,50,Green
2018-11-17,38,F,Germany,Clothing,50,Green
2014-11-17,38,F,Germany,Clothing,50,Black
2021-01-31,38,F,Germany,Clothing,50,Black
2017-01-31,38,F,Germany,Clothing,50,Green
2021-12-18,38,F,Germany,Bikes,2320,Red
2021-12-18,38,F,Germany,Bikes,2320,White
2020-12-12,38,F,Germany,Bikes,2320,Black
2021-12-12,38,F,Germany,Bikes,2320,Green
2021-04-20,38,F,Germany,Bikes,2295,Black
2018-04-20,38,F,Germany,Bikes,2295,White
2023-06-06,38,F,Germany,Bikes,2295,White
2017-06-06,38,F,Germany,Bikes,2295,Black
2020-04-13,38,M,Germany,Bikes,540,Red
2013-04-13,38,M,Germany,Bikes,540,Green
2021-08-07,38,M,Germany,Bikes,540,Black
2014-08-07,38,M,Germany,Bikes,540,Red
2013-01-20,38,M,Germany,Bikes,540,Red
2021-01-20,38,M,Germany,Bikes,540,White
2015-05-25,38,F,Germany,Bikes,565,Blue
2019-01-09,38,M,Germany,Bikes,769,Red
2015-01-09,38,M,Germany,Bikes,769,White
2018-06-08,38,M,Germany,Bikes,769,Black
2013-06-08,38,M,Germany,Bikes,769,Blue
2013-01-21,38,F,Germany,Bikes,3400,Black
2018-01-21,38,F,Germany,Bikes,3400,White
2020-08-19,38,F,Germany,Bikes,3578,Green
2022-08-19,38,F,Germany,Bikes,3578,Green
2021-09-18,38,F,Germany,Bikes,3578,White
2023-09-18,38,F,Germany,Bikes,3578,Green
2013-01-30,38,F,Germany,Bikes,3578,Blue
2019-01-30,38,F,Germany,Bikes,3578,Black
2015-07-08,38,F,Germany,Bikes,3578,Blue
2021-07-08,38,F,Germany,Bikes,3578,Black
2013-11-07,38,F,Germany,Bikes,3578,Black
2021-11-07,38,F,Germany,Bikes,3578,Green
2016-03-11,38,F,Germany,Bikes,3578,Green
2013-03-11,38,F,Germany,Bikes,3578,White
2014-05-05,38,F,Germany,Bikes,3578,White
2014-05-05,38,F,Germany,Bikes,3578,Red
2016-06-02,38,M,Germany,Bikes,3578,Green
2018-06-02,38,M,Germany,Bikes,3578,Red
2022-02-28,38,M,Germany,Bikes,3578,White
2017-02-28,38,M,Germany,Bikes,3578,Red
2022-05-30,38,M,Germany,Bikes,3578,Red
2019-05-30,38,M,Germany,Bikes,3578,Red
2015-11-14,38,M,Germany,Bikes,3578,Red
2020-11-14,38,M,Germany,Bikes,3578,Red
2022-11-27,38,M,Germany,Bikes,3578,Green
2019-11-27,38,M,Germany,Bikes,3578,Blue
2020-03-19,38,M,Germany,Bikes,3578,Red
2013-03-19,38,M,Germany,Bikes,3578,Black
2013-05-10,38,M,Germany,Bikes,3578,Black
2015-05-10,38,M,Germany,Bikes,3578,Green
2015-08-04,38,F,Germany,Bikes,2443,Red
2014-08-04,38,F,Germany,Bikes,2443,Black
2022-06-15,38,F,Germany,Bikes,2443,Blue
2023-06-15,38,F,Germany,Bikes,2443,Black
2019-01-28,38,M,Germany,Bikes,2443,Red
2013-01-28,38,M,Germany,Bikes,2443,Black
2020-06-08,38,M,Germany,Bikes,2443,Green
2022-06-08,38,M,Germany,Bikes,2443,Blue
2023-01-21,38,M,Germany,Bikes,2443,Blue
2018-01-21,38,M,Germany,Bikes,2443,Red
2019-05-10,38,M,Germany,Bikes,2443,Black
2021-05-10,38,M,Germany,Bikes,2443,White
2022-02-07,38,M,Germany,Bikes,2443,Green
